,HipID1,HipID2,HipID3,theta1,theta2,phi
13012,98583,98658,97988,0.0036300505575925747,0.01249251651683947,1.9031187630033477
13013,98609,98636,98458,0.0026389681093277914,0.024916115450949,0.6658661697715107
13014,98608,98174,97646,0.013284040923022803,0.02471683060036668,0.5560670218515206
13015,98610,98383,98253,0.029805906408757528,0.03463288277751931,2.527611415367661
13016,98624,98478,98959,0.002544517875478256,0.009015249271659035,2.2825385313972832
13017,98630,98525,98831,0.004046594060122874,0.008825592438112128,2.37826401650951
13018,98633,98953,98258,0.022457762413513,0.03655307705284739,2.905311464269522
13019,98636,98609,98458,0.0026389681093277914,0.02289883766208807,2.4044733954773876
13020,98641,98578,98705,0.0031245010036038976,0.004243660365631374,2.2973323650478386
13021,98643,99024,98313,0.023665054283403143,0.029633926144476994,1.3973539613900328
13022,98657,98695,98788,0.011893566871011224,0.01977352809729485,0.16915964495562108
13023,98658,98583,98872,0.0036300505575925747,0.013766589476786125,3.027867396169514
13024,98661,98780,98772,0.012647084134100784,0.014712709220446644,2.3417888131974283
13025,98666,99641,99759,0.008530507561136125,0.017354811220464873,1.088957083066884
13026,98682,98512,98918,0.005720586800728312,0.017513249886720397,2.2762243071710833
13027,98688,98496,98162,0.01722836002984284,0.024038290051947898,1.492110620224919
13028,98690,98377,98705,0.023656767250314268,0.02526736947571303,0.713128352733332
13029,98695,98788,98657,0.008294795911290924,0.011893566871011224,2.728629677440436
13030,98697,98563,98921,0.013529528751700446,0.014203515554040915,2.933161654005354
13031,98699,98543,98209,0.014789814757416002,0.02089673955328288,1.270024483333344
13032,98701,98863,98402,0.008020387254921556,0.01193697326479024,2.729513958820146
13033,98702,98890,99435,0.004327462409357125,0.014964867191005088,0.17293919692042378
13034,98705,98641,98578,0.004243660365631374,0.006737002002785493,0.3540168362460827
13035,98718,98738,98835,0.0037117939129697186,0.010965504452596121,2.412489128884186
13036,98728,98253,99170,0.02180870515535751,0.022411749113898732,1.657835884352599
13037,98730,98998,98474,0.01186941314191877,0.02738684579704253,2.109307500125838
13038,98738,98718,98835,0.0037117939129697186,0.013954557049493709,0.5509574991794957
13039,98753,99002,99031,0.009643456160231123,0.01019036337723864,0.35484860292204234
13040,98754,98954,98819,0.012343083367365722,0.018326477394344703,2.2799139525296805
13041,98761,98813,98766,0.002023231145781444,0.007195390753192604,0.9561051292916801
13042,98763,98761,98813,0.01591584785100272,0.017120588551543556,0.09851129622124274
13043,98766,98813,98761,0.006251059494223741,0.007195390753192604,0.2675990049322249
13044,98767,98783,98630,0.001647404526758478,0.022211856411716517,0.5411172948593593
13045,98772,98897,98987,0.0071112960283269515,0.008775790414164444,1.0115288665211724
13046,98780,98661,98987,0.012647084134100784,0.02414534071210147,0.7866758598163317
13047,98783,98767,98630,0.001647404526758478,0.02081703255776494,2.5597001629756497
13048,98785,98575,98399,0.009746472352935687,0.018115412158906097,0.6342374033921261
13049,98788,98695,98954,0.008294795911290924,0.011303661938308915,3.066296451937539
